map_order,relative_time_min,point_index,row,column,rmse_pN,mean_residual_pN,median_residual_pN,lag1_residual_Pearson_rho,Durbin_Watson,residual_sign_runs,runs_test_z,runs_test_p_naive_correlated_bins
2,0.0,23,2,7,13.852285985738689,-2.688540081254433e-14,0.25278296378118625,0.6282405813706984,0.6802470400836217,14,-1.8309104232915465,0.0671139143096102
2,0.0,24,3,7,10.030561607750727,3.955994690988666e-14,0.17932060565070174,0.4519650020588847,1.0903129448396012,8,-3.8200883159373027,0.00013340389842214498
2,0.0,25,3,6,16.515049359211876,-2.995801804826368e-14,5.191627518797247,0.6573019988184228,0.6398173882276452,4,-5.114947496883346,3.138282354465501e-07
2,0.0,26,3,5,11.303662562839326,-1.4402893292434464e-14,-0.657132736792633,0.6131528050527038,0.69125064665764,8,-3.6946618879926607,0.00022017957665042108
2,0.0,27,3,4,10.79306251969315,-6.721350203136083e-15,-0.2968009283891888,0.48471040459471754,0.9094477618807768,12,-2.4983358977919132,0.012477789910120008
2,0.0,28,3,3,7.031656526122178,4.4168872763465686e-15,-0.7004765409261893,0.1965973011560428,1.5614168407632927,20,0.2086984115595199,0.8346836802300452
2,0.0,29,3,2,7.9083094429182,1.1522314633947571e-15,0.48641111038934604,0.3053223397378571,1.327868246586584,19,-0.16234673704063013,0.8710328119798447
2,0.0,30,3,1,10.021246792912025,2.880578658486893e-16,-0.42275423015866664,0.6073786370383438,0.7470433410027124,9,-3.499474109542463,0.0004661768742750613
2,0.0,31,3,0,11.684520926637992,-2.256453282481399e-15,-0.6985097660874295,0.5843456536195386,0.7398701892979802,10,-3.148623861354499,0.001640411890005108
2,0.0,32,4,0,8.719629846789923,-2.4965015040219738e-15,0.7373795160845589,0.5155983390707225,0.8840316683315065,14,-1.8056949521888914,0.07096600157621807
2,0.0,33,4,1,8.815963418960845,-1.2866584674574787e-14,1.5622710994203288,0.4849061054458367,1.009647088990663,12,-2.36731353114351,0.01791774654107456
2,0.0,34,4,2,9.607854395651051,-7.681543089298381e-15,0.20697398126029043,0.3518377807833346,1.2025683426765363,16,-1.16348494879118,0.2446328013015212
2,0.0,35,4,3,11.383969644147554,1.9203857723245952e-16,-1.0195371150559254,0.5422792925564542,0.8450308157637342,12,-2.43402830987508,0.014931827188895736
2,0.0,36,4,4,11.194949005100215,-8.065620243763299e-15,-0.9302314968249448,0.38011851360367294,1.2305501855574974,10,-3.1657613722922795,0.001546776282088043
2,0.0,37,4,5,8.960899580274472,-2.4965015040219737e-14,0.3701488631552081,0.4351611596088907,1.0829161092635906,14,-1.8309104232915465,0.0671139143096102
