joint_model,held_out_point_index,held_out_row,held_out_column,map_order,training_pixels_per_map,held_out_baseline_fit_window_nm,held_out_prediction_window_nm,selected_lambda_D_nm,selected_zeta_magnitude_mV,held_out_baseline_pN,held_out_shape_RMSE_pN
map_shared_lambda_and_zeta,41,5,6,5,63,150-200,20-145,11.472483074052871,19.0,-12.975503766258662,7.320521870730707
shared_lambda_map_specific_zeta,41,5,6,2,63,150-200,20-145,18.453731477822707,28.0,-4.197247582195813,53.367202753991904
shared_lambda_map_specific_zeta,41,5,6,3,63,150-200,20-145,18.453731477822707,26.5,119.20196812848963,54.44651469621787
shared_lambda_map_specific_zeta,41,5,6,4,63,150-200,20-145,18.453731477822707,22.0,25.320285511833266,42.801929711678405
shared_lambda_map_specific_zeta,41,5,6,5,63,150-200,20-145,18.453731477822707,17.5,-13.044299928769332,17.28540102693469
map_specific_lambda_shared_zeta,41,5,6,2,63,150-200,20-145,22.317981094042864,28.0,-4.68860425013418,51.51715577345233
map_specific_lambda_shared_zeta,41,5,6,3,63,150-200,20-145,16.780266063679814,28.0,119.2785544218806,57.448086728210065
map_specific_lambda_shared_zeta,41,5,6,4,63,150-200,20-145,9.48607856330461,28.0,25.42874952466394,27.044464745037555
map_specific_lambda_shared_zeta,41,5,6,5,63,150-200,20-145,6.694329500821696,28.0,-12.974848866727628,15.90659800435643
all_shared_lambda_and_zeta,42,5,5,2,63,150-200,20-145,17.320508075688775,23.5,-45.98186080417183,49.36788016855982
all_shared_lambda_and_zeta,42,5,5,3,63,150-200,20-145,17.320508075688775,23.5,167.77206298122223,41.19517555664932
all_shared_lambda_and_zeta,42,5,5,4,63,150-200,20-145,17.320508075688775,23.5,157.25510582681247,25.055722598000177
all_shared_lambda_and_zeta,42,5,5,5,63,150-200,20-145,17.320508075688775,23.5,-13.920398812754815,21.937838131113626
map_shared_lambda_and_zeta,42,5,5,2,63,150-200,20-145,22.317981094042864,28.0,-46.57206899070468,20.412605186437883
map_shared_lambda_and_zeta,42,5,5,3,63,150-200,20-145,17.878143222611804,26.5,167.72510853924626,18.531815129110807
map_shared_lambda_and_zeta,42,5,5,4,63,150-200,20-145,13.44207608814922,23.5,157.32242102372604,30.423762464400184
map_shared_lambda_and_zeta,42,5,5,5,63,150-200,20-145,11.472483074052871,19.0,-13.847267230410996,34.237142980304476
shared_lambda_map_specific_zeta,42,5,5,2,63,150-200,20-145,18.453731477822707,28.0,-46.08071232276631,13.684146256184274
shared_lambda_map_specific_zeta,42,5,5,3,63,150-200,20-145,18.453731477822707,26.5,167.6904388631119,19.031746557481533
shared_lambda_map_specific_zeta,42,5,5,4,63,150-200,20-145,18.453731477822707,22.0,157.22033441756736,33.747296698904
shared_lambda_map_specific_zeta,42,5,5,5,63,150-200,20-145,18.453731477822707,16.0,-13.90484982354438,40.00025174800271
map_specific_lambda_shared_zeta,42,5,5,2,63,150-200,20-145,22.317981094042864,28.0,-46.57206899070468,20.412605186437883
map_specific_lambda_shared_zeta,42,5,5,3,63,150-200,20-145,16.780266063679814,28.0,167.76702515650283,9.478698408854846
map_specific_lambda_shared_zeta,42,5,5,4,63,150-200,20-145,9.48607856330461,28.0,157.32879843039802,34.32162022553365
map_specific_lambda_shared_zeta,42,5,5,5,63,150-200,20-145,6.694329500821696,28.0,-13.846612330879964,39.533638385656666
all_shared_lambda_and_zeta,43,5,4,2,63,150-200,20-145,16.25687467927739,25.0,-49.08838113870729,63.39638203058015
all_shared_lambda_and_zeta,43,5,4,3,63,150-200,20-145,16.25687467927739,25.0,114.04782216679914,50.776636550539074
all_shared_lambda_and_zeta,43,5,4,4,63,150-200,20-145,16.25687467927739,25.0,101.72337254187936,49.844461314573955
all_shared_lambda_and_zeta,43,5,4,5,63,150-200,20-145,16.25687467927739,25.0,9.205766908227595,79.04680620997225
map_shared_lambda_and_zeta,43,5,4,2,63,150-200,20-145,22.317981094042864,28.0,-49.704388496290264,102.7870412770321
map_shared_lambda_and_zeta,43,5,4,3,63,150-200,20-145,16.780266063679814,28.0,114.0169851710296,72.28715505193608
map_shared_lambda_and_zeta,43,5,4,4,63,150-200,20-145,13.874844806111179,23.5,101.76226300268671,36.14437798684638
map_shared_lambda_and_zeta,43,5,4,5,63,150-200,20-145,11.472483074052871,19.0,9.2530993195213,27.036391018757946
shared_lambda_map_specific_zeta,43,5,4,2,63,150-200,20-145,18.453731477822707,28.0,-49.21303182835191,95.01761578723722
shared_lambda_map_specific_zeta,43,5,4,3,63,150-200,20-145,18.453731477822707,26.5,113.94039887763864,62.59452777625553
shared_lambda_map_specific_zeta,43,5,4,4,63,150-200,20-145,18.453731477822707,22.0,101.66280196158412,31.915273014840945
shared_lambda_map_specific_zeta,43,5,4,5,63,150-200,20-145,18.453731477822707,17.5,9.184303157010628,31.01500472233634
map_specific_lambda_shared_zeta,43,5,4,2,63,150-200,20-145,22.317981094042864,28.0,-49.704388496290264,102.7870412770321
map_specific_lambda_shared_zeta,43,5,4,3,63,150-200,20-145,16.780266063679814,28.0,114.0169851710296,72.28715505193608
map_specific_lambda_shared_zeta,43,5,4,4,63,150-200,20-145,9.791483623609768,28.0,101.77120726313447,44.79891445171038
map_specific_lambda_shared_zeta,43,5,4,5,63,150-200,20-145,6.694329500821696,28.0,9.25375421905233,29.362220614216753
all_shared_lambda_and_zeta,44,5,3,2,63,150-200,20-145,16.25687467927739,25.0,101.03055299766588,46.37232812862544
all_shared_lambda_and_zeta,44,5,3,3,63,150-200,20-145,16.25687467927739,25.0,82.4178051360136,59.23581645421159
all_shared_lambda_and_zeta,44,5,3,4,63,150-200,20-145,16.25687467927739,25.0,155.02565470655642,64.68572014910231
all_shared_lambda_and_zeta,44,5,3,5,63,150-200,20-145,16.25687467927739,25.0,-27.736016106076544,88.60877735506865
map_shared_lambda_and_zeta,44,5,3,2,63,150-200,20-145,22.317981094042864,28.0,100.4145456400829,83.68812929291099
map_shared_lambda_and_zeta,44,5,3,3,63,150-200,20-145,16.780266063679814,28.0,82.38696814024405,80.01428654683356
map_shared_lambda_and_zeta,44,5,3,4,63,150-200,20-145,13.874844806111179,23.5,155.06454516736378,52.045592037581095
map_shared_lambda_and_zeta,44,5,3,5,63,150-200,20-145,11.841840586928083,19.0,-27.689005947060174,37.954322278772274
shared_lambda_map_specific_zeta,44,5,3,2,63,150-200,20-145,17.878143222611804,28.0,100.94441467953396,75.93265925451557
shared_lambda_map_specific_zeta,44,5,3,3,63,150-200,20-145,17.878143222611804,28.0,82.33166681788167,81.0620964821609
shared_lambda_map_specific_zeta,44,5,3,4,63,150-200,20-145,17.878143222611804,22.0,154.9893025017895,46.77334341965051
shared_lambda_map_specific_zeta,44,5,3,5,63,150-200,20-145,17.878143222611804,17.5,-27.74198545636085,39.35162416349506
map_specific_lambda_shared_zeta,44,5,3,2,63,150-200,20-145,22.317981094042864,28.0,100.4145456400829,83.68812929291099
map_specific_lambda_shared_zeta,44,5,3,3,63,150-200,20-145,16.780266063679814,28.0,82.38696814024405,80.01428654683356
map_specific_lambda_shared_zeta,44,5,3,4,63,150-200,20-145,9.791483623609768,28.0,155.07348942781152,59.993152056760586
map_specific_lambda_shared_zeta,44,5,3,5,63,150-200,20-145,6.694329500821696,28.0,-27.68802879525181,38.99969826534817
all_shared_lambda_and_zeta,45,5,2,2,63,150-200,20-145,16.25687467927739,25.0,88.44285150057304,61.3158515369265
all_shared_lambda_and_zeta,45,5,2,3,63,150-200,20-145,16.25687467927739,25.0,152.12742720225063,62.13637059312212
all_shared_lambda_and_zeta,45,5,2,4,63,150-200,20-145,16.25687467927739,25.0,59.68407130668822,65.08215270500463
all_shared_lambda_and_zeta,45,5,2,5,63,150-200,20-145,16.25687467927739,25.0,23.040809621122634,86.98217508104209
map_shared_lambda_and_zeta,45,5,2,2,63,150-200,20-145,22.317981094042864,28.0,87.82684414299007,98.23534406955365
map_shared_lambda_and_zeta,45,5,2,3,63,150-200,20-145,16.780266063679814,28.0,152.09659020648112,79.73943233606518
map_shared_lambda_and_zeta,45,5,2,4,63,150-200,20-145,13.874844806111179,23.5,59.722961767495576,51.642525607123
map_shared_lambda_and_zeta,45,5,2,5,63,150-200,20-145,11.472483074052871,19.0,23.08814203241634,34.663311546399036
shared_lambda_map_specific_zeta,45,5,2,2,63,150-200,20-145,18.453731477822707,28.0,88.31820081092843,92.28445853550562
shared_lambda_map_specific_zeta,45,5,2,3,63,150-200,20-145,18.453731477822707,26.5,152.02000391309014,69.8519645771724
shared_lambda_map_specific_zeta,45,5,2,4,63,150-200,20-145,18.453731477822707,22.0,59.62350072639299,46.71320601572758
shared_lambda_map_specific_zeta,45,5,2,5,63,150-200,20-145,18.453731477822707,17.5,23.019345869905663,37.7403813089981
map_specific_lambda_shared_zeta,45,5,2,2,63,150-200,20-145,22.317981094042864,28.0,87.82684414299007,98.23534406955365
map_specific_lambda_shared_zeta,45,5,2,3,63,150-200,20-145,16.780266063679814,28.0,152.09659020648112,79.73943233606518
map_specific_lambda_shared_zeta,45,5,2,4,63,150-200,20-145,9.791483623609768,28.0,59.73190602794336,59.1356796207343
map_specific_lambda_shared_zeta,45,5,2,5,63,150-200,20-145,6.694329500821696,28.0,23.088796931947368,36.2630129346618
all_shared_lambda_and_zeta,46,5,1,2,63,150-200,20-145,16.25687467927739,25.0,56.95955017589477,51.29601332335531
all_shared_lambda_and_zeta,46,5,1,3,63,150-200,20-145,16.25687467927739,25.0,157.11936442300836,59.83238331323688
all_shared_lambda_and_zeta,46,5,1,4,63,150-200,20-145,16.25687467927739,25.0,125.61854002213404,59.081030032995805
all_shared_lambda_and_zeta,46,5,1,5,63,150-200,20-145,16.25687467927739,25.0,-11.534780108136315,78.90233699513594
map_shared_lambda_and_zeta,46,5,1,2,63,150-200,20-145,22.317981094042864,28.0,56.343542818311796,88.31317103442733
map_shared_lambda_and_zeta,46,5,1,3,63,150-200,20-145,16.780266063679814,28.0,157.08852742723883,76.25921562642336
map_shared_lambda_and_zeta,46,5,1,4,63,150-200,20-145,13.874844806111179,23.5,125.6574304829414,50.168535672015246
map_shared_lambda_and_zeta,46,5,1,5,63,150-200,20-145,11.472483074052871,19.0,-11.48744769684261,27.509076954358786
shared_lambda_map_specific_zeta,46,5,1,2,63,150-200,20-145,18.453731477822707,28.0,56.83489948625016,82.17167957831548
shared_lambda_map_specific_zeta,46,5,1,3,63,150-200,20-145,18.453731477822707,26.5,157.01194113384787,66.50821600340211
shared_lambda_map_specific_zeta,46,5,1,4,63,150-200,20-145,18.453731477822707,22.0,125.55796944183881,42.58575282027926
shared_lambda_map_specific_zeta,46,5,1,5,63,150-200,20-145,18.453731477822707,17.5,-11.55624385935328,29.74374912102676
map_specific_lambda_shared_zeta,46,5,1,2,63,150-200,20-145,22.317981094042864,28.0,56.343542818311796,88.31317103442733
map_specific_lambda_shared_zeta,46,5,1,3,63,150-200,20-145,16.780266063679814,28.0,157.08852742723883,76.25921562642336
map_specific_lambda_shared_zeta,46,5,1,4,63,150-200,20-145,9.791483623609768,28.0,125.66637474338921,59.83822750206983
map_specific_lambda_shared_zeta,46,5,1,5,63,150-200,20-145,6.694329500821696,28.0,-11.486792797311578,30.865448234302924
all_shared_lambda_and_zeta,47,5,0,2,63,150-200,20-145,17.320508075688775,23.5,48.673670156733245,43.105500204524226
all_shared_lambda_and_zeta,47,5,0,3,63,150-200,20-145,17.320508075688775,23.5,133.83846187593772,24.064229945214702
all_shared_lambda_and_zeta,47,5,0,4,63,150-200,20-145,17.320508075688775,23.5,67.39706194169607,41.65534663438211
all_shared_lambda_and_zeta,47,5,0,5,63,150-200,20-145,17.320508075688775,23.5,41.24534577971036,56.344626138559
map_shared_lambda_and_zeta,47,5,0,2,63,150-200,20-145,22.317981094042864,28.0,48.083461970200396,17.420117460641798
map_shared_lambda_and_zeta,47,5,0,3,63,150-200,20-145,16.780266063679814,28.0,133.83342405121832,50.76478652955884
map_shared_lambda_and_zeta,47,5,0,4,63,150-200,20-145,13.44207608814922,23.5,67.4643771386096,41.225060917074416
map_shared_lambda_and_zeta,47,5,0,5,63,150-200,20-145,11.472483074052871,19.0,41.318477362054175,18.000187837497414
shared_lambda_map_specific_zeta,47,5,0,2,63,150-200,20-145,18.453731477822707,28.0,48.57481863813877,6.606566956560419
shared_lambda_map_specific_zeta,47,5,0,3,63,150-200,20-145,18.453731477822707,26.5,133.7568377578273,41.09464076284898
shared_lambda_map_specific_zeta,47,5,0,4,63,150-200,20-145,18.453731477822707,22.0,67.36229053245096,33.7046534546177
shared_lambda_map_specific_zeta,47,5,0,5,63,150-200,20-145,18.453731477822707,17.5,41.249681199543495,17.2205195891413
map_specific_lambda_shared_zeta,47,5,0,2,63,150-200,20-145,22.317981094042864,28.0,48.083461970200396,17.420117460641798
map_specific_lambda_shared_zeta,47,5,0,3,63,150-200,20-145,16.780266063679814,28.0,133.83342405121832,50.76478652955884
map_specific_lambda_shared_zeta,47,5,0,4,63,150-200,20-145,9.791483623609768,28.0,67.47069583400133,51.759117500302004
map_specific_lambda_shared_zeta,47,5,0,5,63,150-200,20-145,6.694329500821696,28.0,41.3191322615852,25.808269777927578
all_shared_lambda_and_zeta,48,6,0,2,63,150-200,20-145,17.320508075688775,23.5,-43.71103340399054,132.6536373687071
all_shared_lambda_and_zeta,48,6,0,3,63,150-200,20-145,17.320508075688775,23.5,182.5673392803859,63.77507899771222
all_shared_lambda_and_zeta,48,6,0,4,63,150-200,20-145,17.320508075688775,23.5,165.82971827651275,27.12142972091097
all_shared_lambda_and_zeta,48,6,0,5,63,150-200,20-145,17.320508075688775,23.5,41.57812943901964,27.484808623976
map_shared_lambda_and_zeta,48,6,0,2,63,150-200,20-145,22.317981094042864,28.0,-44.30124159052339,87.95401563752127
map_shared_lambda_and_zeta,48,6,0,3,63,150-200,20-145,17.878143222611804,26.5,182.5203848384099,50.75119617188172
map_shared_lambda_and_zeta,48,6,0,4,63,150-200,20-145,13.44207608814922,23.5,165.89703347342626,27.994255780592837
map_shared_lambda_and_zeta,48,6,0,5,63,150-200,20-145,11.472483074052871,19.0,41.65126102136346,25.61377368733555
shared_lambda_map_specific_zeta,48,6,0,2,63,150-200,20-145,18.453731477822707,28.0,-43.80988492258502,92.42978801404813
shared_lambda_map_specific_zeta,48,6,0,3,63,150-200,20-145,18.453731477822707,26.5,182.4857151622755,52.157084409989444
shared_lambda_map_specific_zeta,48,6,0,4,63,150-200,20-145,18.453731477822707,22.0,165.79494686726764,34.77225983268099
shared_lambda_map_specific_zeta,48,6,0,5,63,150-200,20-145,18.453731477822707,16.0,41.59367842823007,31.813530450225354
map_specific_lambda_shared_zeta,48,6,0,2,63,150-200,20-145,22.317981094042864,28.0,-44.30124159052339,87.95401563752127
map_specific_lambda_shared_zeta,48,6,0,3,63,150-200,20-145,16.780266063679814,28.0,182.56230145566647,44.007039897321036
map_specific_lambda_shared_zeta,48,6,0,4,63,150-200,20-145,9.48607856330461,28.0,165.90341088009833,29.604238909993235
map_specific_lambda_shared_zeta,48,6,0,5,63,150-200,20-145,6.694329500821696,28.0,41.65191592089448,31.74884698394576
all_shared_lambda_and_zeta,49,6,1,2,63,150-200,20-145,17.878143222611804,23.5,-105.44717306263856,98.50270728328229
all_shared_lambda_and_zeta,49,6,1,3,63,150-200,20-145,17.878143222611804,23.5,96.97374004186237,47.42935234819301
all_shared_lambda_and_zeta,49,6,1,4,63,150-200,20-145,17.878143222611804,23.5,130.51934515199724,70.43573629035511
all_shared_lambda_and_zeta,49,6,1,5,63,150-200,20-145,17.878143222611804,23.5,97.20721038816123,73.97525730649764
map_shared_lambda_and_zeta,49,6,1,2,63,150-200,20-145,22.317981094042864,28.0,-106.01533924660511,56.75064341707546
map_shared_lambda_and_zeta,49,6,1,3,63,150-200,20-145,16.780266063679814,28.0,96.9907442197093,77.70897141080722
map_shared_lambda_and_zeta,49,6,1,4,63,150-200,20-145,13.874844806111179,23.5,130.60607678642108,59.627628519446866
map_shared_lambda_and_zeta,49,6,1,5,63,150-200,20-145,11.472483074052871,19.0,97.30238397307136,29.29094418599126
shared_lambda_map_specific_zeta,49,6,1,2,63,150-200,20-145,18.453731477822707,28.0,-105.52398257866672,59.567310719934994
shared_lambda_map_specific_zeta,49,6,1,3,63,150-200,20-145,18.453731477822707,26.5,96.91415792631832,71.20497024255582
shared_lambda_map_specific_zeta,49,6,1,4,63,150-200,20-145,18.453731477822707,22.0,130.5066157453185,60.091281930244165
shared_lambda_map_specific_zeta,49,6,1,5,63,150-200,20-145,18.453731477822707,17.5,97.2335878105607,33.73830748242199
map_specific_lambda_shared_zeta,49,6,1,2,63,150-200,20-145,22.317981094042864,28.0,-106.01533924660511,56.75064341707546
map_specific_lambda_shared_zeta,49,6,1,3,63,150-200,20-145,16.780266063679814,28.0,96.9907442197093,77.70897141080722
map_specific_lambda_shared_zeta,49,6,1,4,63,150-200,20-145,9.791483623609768,28.0,130.61502104686886,62.39737757155787
map_specific_lambda_shared_zeta,49,6,1,5,63,150-200,20-145,6.694329500821696,28.0,97.30303887260241,30.548824808428776
all_shared_lambda_and_zeta,50,6,2,2,63,150-200,20-145,16.25687467927739,25.0,-101.58000719438802,10.86860404179234
all_shared_lambda_and_zeta,50,6,2,3,63,150-200,20-145,16.25687467927739,25.0,103.89502698263856,72.92970883929868
all_shared_lambda_and_zeta,50,6,2,4,63,150-200,20-145,16.25687467927739,25.0,104.20921238875975,96.89714929839948
all_shared_lambda_and_zeta,50,6,2,5,63,150-200,20-145,16.25687467927739,25.0,38.19019034853236,96.91547528435163
map_shared_lambda_and_zeta,50,6,2,2,63,150-200,20-145,22.317981094042864,28.0,-102.19601455197099,38.9820464866297
map_shared_lambda_and_zeta,50,6,2,3,63,150-200,20-145,16.780266063679814,28.0,103.86418998686904,99.0418563496753
map_shared_lambda_and_zeta,50,6,2,4,63,150-200,20-145,13.874844806111179,23.5,104.2481028495671,77.87618352761598
map_shared_lambda_and_zeta,50,6,2,5,63,150-200,20-145,11.841840586928083,19.0,38.23720050754873,43.87698500610505
shared_lambda_map_specific_zeta,50,6,2,2,63,150-200,20-145,17.878143222611804,28.0,-101.66614551251992,28.910722844050696
shared_lambda_map_specific_zeta,50,6,2,3,63,150-200,20-145,17.878143222611804,28.0,103.80888866450664,102.87778364632068
shared_lambda_map_specific_zeta,50,6,2,4,63,150-200,20-145,17.878143222611804,22.0,104.17286018399285,77.67564940426504
shared_lambda_map_specific_zeta,50,6,2,5,63,150-200,20-145,17.878143222611804,17.5,38.18422099824806,47.6359195923587
map_specific_lambda_shared_zeta,50,6,2,2,63,150-200,20-145,22.317981094042864,28.0,-102.19601455197099,38.9820464866297
map_specific_lambda_shared_zeta,50,6,2,3,63,150-200,20-145,16.780266063679814,28.0,103.86418998686904,99.0418563496753
map_specific_lambda_shared_zeta,50,6,2,4,63,150-200,20-145,9.791483623609768,28.0,104.25704711001487,79.70283829191862
map_specific_lambda_shared_zeta,50,6,2,5,63,150-200,20-145,6.694329500821696,28.0,38.23817765935709,41.32125733497777
all_shared_lambda_and_zeta,51,6,3,2,63,150-200,20-145,16.25687467927739,25.0,-74.56475548741354,15.153189078968689
all_shared_lambda_and_zeta,51,6,3,3,63,150-200,20-145,16.25687467927739,25.0,64.8921950295006,45.04679358738205
all_shared_lambda_and_zeta,51,6,3,4,63,150-200,20-145,16.25687467927739,25.0,164.405897259035,81.90547445570267
all_shared_lambda_and_zeta,51,6,3,5,63,150-200,20-145,16.25687467927739,25.0,70.63810197306249,81.44120460735697
map_shared_lambda_and_zeta,51,6,3,2,63,150-200,20-145,22.317981094042864,28.0,-75.1807628449965,47.80289924856947
map_shared_lambda_and_zeta,51,6,3,3,63,150-200,20-145,16.780266063679814,28.0,64.86135803373107,69.95582895770045
map_shared_lambda_and_zeta,51,6,3,4,63,150-200,20-145,13.874844806111179,23.5,164.4447877198423,61.97146517962156
map_shared_lambda_and_zeta,51,6,3,5,63,150-200,20-145,11.472483074052871,19.0,70.68543438435618,26.08499226657833
shared_lambda_map_specific_zeta,51,6,3,2,63,150-200,20-145,18.453731477822707,28.0,-74.68940617705813,39.12279713998942
shared_lambda_map_specific_zeta,51,6,3,3,63,150-200,20-145,18.453731477822707,26.5,64.7847717403401,63.69393990101836
shared_lambda_map_specific_zeta,51,6,3,4,63,150-200,20-145,18.453731477822707,22.0,164.34532667873975,65.88910983819578
shared_lambda_map_specific_zeta,51,6,3,5,63,150-200,20-145,18.453731477822707,17.5,70.6166382218455,34.973986388749935
map_specific_lambda_shared_zeta,51,6,3,2,63,150-200,20-145,22.317981094042864,28.0,-75.1807628449965,47.80289924856947
map_specific_lambda_shared_zeta,51,6,3,3,63,150-200,20-145,16.780266063679814,28.0,64.86135803373107,69.95582895770045
map_specific_lambda_shared_zeta,51,6,3,4,63,150-200,20-145,9.791483623609768,28.0,164.45373198029012,61.38401142894005
map_specific_lambda_shared_zeta,51,6,3,5,63,150-200,20-145,6.694329500821696,28.0,70.68608928388721,24.441291364480367
all_shared_lambda_and_zeta,52,6,4,2,63,150-200,20-145,17.320508075688775,23.5,-163.58677210609287,105.92470256689121
all_shared_lambda_and_zeta,52,6,4,3,63,150-200,20-145,17.320508075688775,23.5,48.092888723117056,43.2646084664638
all_shared_lambda_and_zeta,52,6,4,4,63,150-200,20-145,17.320508075688775,23.5,113.89919330697711,45.57681965084152
all_shared_lambda_and_zeta,52,6,4,5,63,150-200,20-145,17.320508075688775,23.5,59.82735519874546,42.42345700246248
map_shared_lambda_and_zeta,52,6,4,2,63,150-200,20-145,22.317981094042864,28.0,-164.1769802926257,60.12590123179537
map_shared_lambda_and_zeta,52,6,4,3,63,150-200,20-145,17.878143222611804,26.5,48.04593428114106,32.7364133337604
map_shared_lambda_and_zeta,52,6,4,4,63,150-200,20-145,13.874844806111179,23.5,113.9638829388346,32.81808448958157
map_shared_lambda_and_zeta,52,6,4,5,63,150-200,20-145,11.472483074052871,19.0,59.900486781089285,12.02975311371706
shared_lambda_map_specific_zeta,52,6,4,2,63,150-200,20-145,18.453731477822707,28.0,-163.68562362468734,66.06637836823103
shared_lambda_map_specific_zeta,52,6,4,3,63,150-200,20-145,18.453731477822707,26.5,48.011264605006666,34.47323559677928
shared_lambda_map_specific_zeta,52,6,4,4,63,150-200,20-145,18.453731477822707,22.0,113.86442189773199,41.42515493659186
shared_lambda_map_specific_zeta,52,6,4,5,63,150-200,20-145,18.453731477822707,16.0,59.8429041879559,22.235970118268703
map_specific_lambda_shared_zeta,52,6,4,2,63,150-200,20-145,22.317981094042864,28.0,-164.1769802926257,60.12590123179537
map_specific_lambda_shared_zeta,52,6,4,3,63,150-200,20-145,16.780266063679814,28.0,48.08785089839764,29.238799345264425
map_specific_lambda_shared_zeta,52,6,4,4,63,150-200,20-145,9.48607856330461,28.0,113.97288591056268,28.229128979424797
map_specific_lambda_shared_zeta,52,6,4,5,63,150-200,20-145,6.694329500821696,28.0,59.901141680620306,16.989443535628933
all_shared_lambda_and_zeta,53,6,5,2,63,150-200,20-145,17.878143222611804,23.5,-101.12413129538498,110.01347825123646
all_shared_lambda_and_zeta,53,6,5,3,63,150-200,20-145,17.878143222611804,23.5,20.470812219801754,51.237297818569054
all_shared_lambda_and_zeta,53,6,5,4,63,150-200,20-145,17.878143222611804,23.5,65.552824916933,50.94717282424676
all_shared_lambda_and_zeta,53,6,5,5,63,150-200,20-145,17.878143222611804,23.5,-53.73213854525165,55.49302391047565
map_shared_lambda_and_zeta,53,6,5,2,63,150-200,20-145,22.317981094042864,28.0,-101.69229747935151,63.80815471970134
map_shared_lambda_and_zeta,53,6,5,3,63,150-200,20-145,16.780266063679814,28.0,20.48781639764866,72.9499725705123
map_shared_lambda_and_zeta,53,6,5,4,63,150-200,20-145,13.874844806111179,23.5,65.6395565513568,36.57499355052406
map_shared_lambda_and_zeta,53,6,5,5,63,150-200,20-145,11.472483074052871,19.0,-53.636964960341516,8.927300153688952
shared_lambda_map_specific_zeta,53,6,5,2,63,150-200,20-145,18.453731477822707,28.0,-101.20094081141315,72.09660297354813
shared_lambda_map_specific_zeta,53,6,5,3,63,150-200,20-145,18.453731477822707,26.5,20.411230104257694,69.19484135044644
shared_lambda_map_specific_zeta,53,6,5,4,63,150-200,20-145,18.453731477822707,22.0,65.5400955102542,45.479771297461674
shared_lambda_map_specific_zeta,53,6,5,5,63,150-200,20-145,18.453731477822707,17.5,-53.70576112285218,20.052893530381613
map_specific_lambda_shared_zeta,53,6,5,2,63,150-200,20-145,22.317981094042864,28.0,-101.69229747935151,63.80815471970134
map_specific_lambda_shared_zeta,53,6,5,3,63,150-200,20-145,16.780266063679814,28.0,20.48781639764866,72.9499725705123
map_specific_lambda_shared_zeta,53,6,5,4,63,150-200,20-145,9.48607856330461,28.0,65.64855952308488,31.428848649838557
map_specific_lambda_shared_zeta,53,6,5,5,63,150-200,20-145,6.694329500821696,28.0,-53.63631006081047,11.819147784376092
all_shared_lambda_and_zeta,54,6,6,2,63,150-200,20-145,17.320508075688775,23.5,-60.08502478418123,123.5081818471056
all_shared_lambda_and_zeta,54,6,6,3,63,150-200,20-145,17.320508075688775,23.5,-59.81883157155091,66.45393427717762
all_shared_lambda_and_zeta,54,6,6,4,63,150-200,20-145,17.320508075688775,23.5,-44.077917428537404,49.43380337440842
all_shared_lambda_and_zeta,54,6,6,5,63,150-200,20-145,17.320508075688775,23.5,-43.260680784650816,47.54365050654938
map_shared_lambda_and_zeta,54,6,6,2,63,150-200,20-145,22.317981094042864,28.0,-60.675232970714085,75.9137543217769
map_shared_lambda_and_zeta,54,6,6,3,63,150-200,20-145,17.878143222611804,26.5,-59.865786013526915,46.733239599316946
map_shared_lambda_and_zeta,54,6,6,4,63,150-200,20-145,13.44207608814922,23.5,-44.01060223162389,36.661453078761994
map_shared_lambda_and_zeta,54,6,6,5,63,150-200,20-145,11.472483074052871,19.0,-43.18754920230699,13.02432779036442
shared_lambda_map_specific_zeta,54,6,6,2,63,150-200,20-145,18.453731477822707,28.0,-60.18387630277572,84.49352678592663
shared_lambda_map_specific_zeta,54,6,6,3,63,150-200,20-145,18.453731477822707,26.5,-59.90045568966129,46.84205426358651
shared_lambda_map_specific_zeta,54,6,6,4,63,150-200,20-145,18.453731477822707,22.0,-44.112688837782514,46.890981387291376
shared_lambda_map_specific_zeta,54,6,6,5,63,150-200,20-145,18.453731477822707,16.0,-43.24513179544037,23.098804860940557
map_specific_lambda_shared_zeta,54,6,6,2,63,150-200,20-145,22.317981094042864,28.0,-60.675232970714085,75.9137543217769
map_specific_lambda_shared_zeta,54,6,6,3,63,150-200,20-145,16.780266063679814,28.0,-59.82386939627031,38.88184174306542
map_specific_lambda_shared_zeta,54,6,6,4,63,150-200,20-145,9.48607856330461,28.0,-44.00422482495184,33.16979412138708
map_specific_lambda_shared_zeta,54,6,6,5,63,150-200,20-145,6.694329500821696,28.0,-43.18689430277596,16.57403350610739
all_shared_lambda_and_zeta,55,6,7,2,63,150-200,20-145,17.320508075688775,23.5,37.18631763732717,141.61938355344822
all_shared_lambda_and_zeta,55,6,7,3,63,150-200,20-145,17.320508075688775,23.5,-61.14398754811923,271.0815083419646
all_shared_lambda_and_zeta,55,6,7,4,63,150-200,20-145,17.320508075688775,23.5,-86.8884335944597,162.63292960298028
all_shared_lambda_and_zeta,55,6,7,5,63,150-200,20-145,17.320508075688775,23.5,4.611028070968375,126.76012293651743
map_shared_lambda_and_zeta,55,6,7,2,63,150-200,20-145,22.317981094042864,28.0,36.59610945079431,94.30056215669944
map_shared_lambda_and_zeta,55,6,7,3,63,150-200,20-145,17.878143222611804,26.5,-61.19094199009524,245.32086605312247
map_shared_lambda_and_zeta,55,6,7,4,63,150-200,20-145,14.7826298876199,22.0,-86.82995373752051,178.9947289404198
