concentration_wt_percent,source_filter,distance_nm,equilibrium_force_pN,equilibrium_sigma_pN,speed_slope_pN_per_um_s,speed_regression_r2,speed_groups,source_count,speed_1_force_pN,speed_2_force_pN,speed_4_force_pN
0,all,405.0,7.838633812877099,22.195064449324477,-3.856382067261639,0.1114705863848785,3,8,-2.3000381413125,12.831025440213436,-7.6742521622262565
0,all,410.0,1.1043971726981556,21.81106835721801,-2.174727489836884,0.41797395293548734,3,8,-3.2816221234342744,0.6147281735375623,-7.627385955377255
0,all,415.0,3.433874234365931,20.838220292721285,-3.2359879430183507,0.0871718961657294,3,8,-5.230483873945575,8.551118136480795,-9.595275172724342
0,all,420.0,4.407027028030063,21.258659643690486,-2.976555214297179,0.057550048126997044,3,8,-4.064406764346368,9.878769158928746,-7.581114566885121
0,all,425.0,1.8651477773152505,19.86380450534114,-3.1318803919733296,0.20374027969575204,3,8,-5.029721351045311,4.700741407752843,-10.73084635338004
0,all,430.0,2.336973274849926,18.60240821161437,-3.308252722863194,0.5178599906145718,3,8,-3.449745384980264,1.211621499708965,-10.949215396879492
0,all,435.0,5.195524372973108,19.35901392937211,-3.9947118437914746,0.32645962272088747,3,8,-3.536361112369325,5.364424396236563,-10.867357476075837
0,all,440.0,9.22949757476781,19.068548948232262,-5.347846211887129,0.5651390320273784,3,8,-0.2702794930357624,6.21773444693225,-12.243807609829604
0,all,445.0,0.06912254788338429,20.180489740833455,-3.1216672526281193,0.8330534035850917,3,8,-4.26031115950868,-3.595544540283795,-12.444128391754473
0,all,450.0,-2.5503186773121618,19.784693046870135,-2.281434041414733,0.5841859683272476,3,8,-5.753690923427049,-3.274440266091048,-11.698502326325434
0,all,455.0,-1.731930004608788,18.198665718346156,-2.9133506877661675,0.640780374233428,3,8,-6.418233830177071,-3.6876480967605367,-13.426169322517582
0,all,460.0,0.2895725231727475,17.638424821854898,-3.0541945895239313,0.8042647657648987,3,8,-3.9791815588522184,-2.992145082302264,-11.959857763270735
0,all,465.0,6.677801039038696,18.05675823651077,-5.1143071655276,0.3086129883455556,3,8,-4.751658774063423,7.1042240192870985,-13.90494525734819
0,all,470.0,-0.24046560885272036,17.396274811234584,-3.275583838281492,0.40673334038753384,3,8,-6.928876205249406,-0.8700193842167259,-13.417230001023308
0,all,475.0,1.2253586212732115,17.374792505641608,-3.9049783262228916,0.04745899223861805,3,8,-9.232580483602812,9.9341295017247,-14.543105657601542
0,all,480.0,4.124542594461272,16.75842574181713,-5.195228427750241,0.7425175246239096,3,8,-4.060963483885629,-1.117809023012863,-16.73223440061312
0,all,485.0,2.006935528236632,21.713278633795714,-4.259352071913676,0.9894109341117321,3,8,-2.8038472712346554,-5.763345685857049,-15.048286982506875
0,all,490.0,6.04617345246823,16.362461359361006,-4.985654462900176,0.3951035498143529,3,8,-3.285300483716345,6.472297082609942,-14.01207434253134
0,all,495.0,2.6215958964206214,18.905037054445376,-4.500409362522755,0.1096314638578747,3,8,-6.45869100085497,10.964568281772523,-15.479629262606446
0,all,500.0,3.293045777606574,17.045585236141903,-4.794002479269932,0.5155709566654677,3,8,-5.221102569385051,1.5848365015508765,-15.974274080498768
0,all,505.0,-0.6372857353457553,16.308318437482757,-3.6364213160110364,0.9802207383384477,3,8,-4.676285504943514,-6.882147993285768,-15.202459554327787
0,all,510.0,2.26658424868011,18.179762578529747,-4.657393562430151,0.9998557067286576,3,8,-2.326839888618015,-7.151300716548174,-16.37447998939097
0,all,515.0,0.754120639482312,19.894179354273096,-3.587880041937065,0.8566367547416793,3,8,-0.8538347886347606,-9.265836738893345,-13.579632313016349
0,all,520.0,1.3973312879533497,18.58195730863391,-4.106321922956041,0.9994369244080256,3,8,-2.5950031367003077,-6.99382154722837,-15.03719547810976
0,all,525.0,-0.153255545791188,15.896545187879571,-3.581832224811869,0.9991324796042005,3,8,-3.822863071569362,-7.10697185128726,-14.492455561497568
0,all,530.0,3.1993772477319653,18.519420541859482,-4.269181827745841,0.9878934522319583,3,8,-0.4821724981239819,-6.2043960743245705,-13.879401882633218
0,all,535.0,-1.1253329072553209,17.700865905462557,-2.974033534367694,0.5578554120492387,3,8,-6.486845291913068,-2.8019097372516506,-13.074171875816925
0,all,540.0,7.331099557128911,15.979017823939559,-5.222469157126751,0.24798207247112913,3,8,-4.314098959870089,10.196997887058346,-13.726189145795276
0,all,545.0,0.5254806359255402,15.43825808480974,-3.303751927630347,0.12358040014721783,3,8,-7.770725975146718,5.05141979545432,-12.828381108992138
0,all,550.0,1.9961024162486694,14.717003584931748,-3.8407199194384773,0.8882858849877211,3,8,-2.829797714748833,-2.996342490606963,-13.406615271831138
0,all,555.0,-0.7544338754040822,15.03522626341801,-2.8303197809841203,0.8907845512999647,3,8,-4.518690647517262,-4.605871706804545,-12.10815733664167
0,all,560.0,-3.557285597787141,15.66661392816399,-1.661665218705309,0.9897154042151792,3,8,-5.40895782484747,-6.57567517069833,-10.21285127232352
0,all,565.0,0.36659484968171685,14.736652934733128,-2.6929652820065373,0.43573856082838835,3,8,-4.948490065136668,-0.25350332583647134,-10.483855175354398
0,all,570.0,5.651772420932495,14.372985626438101,-3.9832564588320367,0.4022147075680965,3,8,-2.3504402227485834,5.234454924737703,-10.407968876267915
0,all,575.0,-1.1596235779632358,14.50727771041912,-1.9660442227163977,0.347943489136747,3,8,-5.199717063649485,-0.8982134592701315,-9.088925697091623
0,all,580.0,0.9945645285134161,14.577754305819495,-2.46689949753084,0.7215307984996532,3,8,-2.878134650028198,-1.2822612952692325,-8.919178715906437
0,all,585.0,0.26638700475546206,14.779398109984621,-2.2241450212171707,0.1592311898949389,3,8,-5.912106557335653,0.5965329556478242,-8.730618150416129
0,all,590.0,-3.7633913078053647,14.820218675269217,-1.1220672115872077,0.09213439538427692,3,8,-3.3512773032042107,-10.978397434602861,-8.208055416862084
0,all,595.0,6.894180671989491,14.229676252473515,-3.3544930261344184,0.43723131029677476,3,8,-0.3302112764055327,5.000758473235981,-6.633652195915939
0,all,600.0,6.31098285574673,13.193686103321332,-2.7279148037273564,0.9933083648650423,3,8,3.495225157558874,1.332739557571285,-4.611673304050482
0,all,605.0,1.8415388699572262,15.227754455010222,-1.5024659370370443,0.4306042811204197,3,8,-0.6268856139453503,2.029643346926346,-4.20028192084704
0,all,610.0,9.361345866632917,12.091072550546151,-3.3508411462833534,0.9995086544193056,3,8,5.9387404572562215,2.802805059933054,-4.0540629224344205
0,all,615.0,4.906551096384663,12.099736717372897,-1.8836046586613597,0.6191841696098438,3,8,4.426685602543164,-1.9315544435403231,-2.5734127573928407
