scanner_travel_bin_center_nm,block,speed_um_per_s,early_order,late_order,early_position_in_block,late_position_in_block,early_map_median_corrected_V,late_map_median_corrected_V,later_minus_earlier_V,palindrome_pair_mean_corrected_V
292.5,2,0.3,9,16,1,8,0.009704901707302427,0.008906634626226317,-0.0007982670810761094,0.009305768166764372
292.5,2,0.9,10,15,2,7,0.022639293826014484,0.019937971650822117,-0.0027013221751923666,0.0212886327384183
292.5,2,2.7,11,14,3,6,0.027482298131017435,0.02790719745107706,0.00042489932005962405,0.027694747791047247
292.5,3,0.1,19,22,3,6,0.0037871739845825036,0.003714032237485742,-7.314174709676172e-05,0.003750603111034123
292.5,3,0.3,20,21,4,5,0.009648521378827546,0.009543172233512864,-0.00010534914531468154,0.009595846806170205
292.5,3,0.9,17,24,1,8,0.021513578373928866,0.0209010370999057,-0.0006125412740231664,0.021207307736917282
292.5,3,2.7,18,23,2,7,0.027294855022488074,0.026495816198642885,-0.0007990388238451884,0.02689533561056548
292.5,4,0.1,26,31,2,7,0.0039887949116177435,0.004695566672974882,0.0007067717613571389,0.004342180792296313
292.5,4,0.3,27,30,3,6,0.00969114521863279,0.008617776174711822,-0.0010733690439209687,0.009154460696672306
292.5,4,0.9,28,29,4,5,0.020798228448354286,0.02078145729603996,-1.6771152314326576e-05,0.020789842872197123
292.5,4,2.7,25,32,1,8,0.026636189950913325,0.024783854347773707,-0.0018523356031396182,0.025710022149343516
297.5,1,0.1,1,8,1,8,0.005363032393168821,0.003195916124648035,-0.0021671162685207856,0.004279474258908428
297.5,1,0.3,2,7,2,7,0.011435000208502244,0.010975825775815518,-0.0004591744326867264,0.01120541299215888
297.5,1,0.9,3,6,3,6,0.02567371547602229,0.02436021762669438,-0.0013134978493279104,0.025016966551358336
297.5,1,2.7,4,5,4,5,0.0318179045092401,0.03253979269517307,0.0007218881859329673,0.032178848602206586
297.5,2,0.1,12,13,4,5,0.0030894364804666674,0.0036976532139294527,0.0006082167334627853,0.00339354484719806
297.5,2,0.3,9,16,1,8,0.01036156859084314,0.009675166666999635,-0.0006864019238435048,0.010018367628921387
297.5,2,0.9,10,15,2,7,0.02276736001928209,0.022036286008608963,-0.0007310740106731273,0.022401823013945527
297.5,2,2.7,11,14,3,6,0.03005356843965598,0.03054402556976543,0.0004904571301094507,0.030298797004710706
297.5,3,0.1,19,22,3,6,0.003769956472936986,0.00424846480014161,0.0004785083272046235,0.004009210636539298
297.5,3,0.3,20,21,4,5,0.010884265101303248,0.010016965281926415,-0.0008672998193768322,0.010450615191614832
297.5,3,0.9,17,24,1,8,0.021195326951879534,0.0215211748257234,0.00032584787384386596,0.021358250888801465
297.5,3,2.7,18,23,2,7,0.029347097032241476,0.028657079736868485,-0.0006900172953729911,0.02900208838455498
297.5,4,0.1,26,31,2,7,0.004588518303041356,0.0041314324426766635,-0.0004570858603646921,0.00435997537285901
297.5,4,0.3,27,30,3,6,0.010429626569358641,0.00929387428969608,-0.0011357522796625608,0.00986175042952736
297.5,4,0.9,28,29,4,5,0.02063556871165953,0.01986042471256949,-0.0007751439990900388,0.02024799671211451
297.5,4,2.7,25,32,1,8,0.02819527581665765,0.027342488932916617,-0.000852786883741033,0.027768882374787134
302.5,1,0.1,1,8,1,8,0.006307648323231607,0.003203412458461785,-0.003104235864769822,0.004755530390846696
302.5,1,0.3,2,7,2,7,0.012702442396126834,0.012373421338502055,-0.00032902105762477873,0.012537931867314445
302.5,1,0.9,3,6,3,6,0.02709805227327955,0.02475877340305152,-0.0023392788702280287,0.025928412838165535
302.5,1,2.7,4,5,4,5,0.034650528635218725,0.03538745954776944,0.0007369309125507123,0.03501899409149408
302.5,2,0.1,12,13,4,5,0.0032451727806823705,0.0035967662713988213,0.00035159349071645085,0.003420969526040596
302.5,2,0.3,9,16,1,8,0.010632832697756778,0.010601159262103588,-3.167343565319003e-05,0.010616995979930183
302.5,2,0.9,10,15,2,7,0.02548152927815156,0.02344156562632338,-0.0020399636518281805,0.02446154745223747
302.5,2,2.7,11,14,3,6,0.03207227787847325,0.031141127816830205,-0.0009311500616430435,0.03160670284765173
302.5,3,0.1,19,22,3,6,0.00460398792160488,0.0038264021562051578,-0.0007775857653997218,0.004215195038905019
302.5,3,0.3,20,21,4,5,0.010907357591684486,0.010977080031631115,6.972243994662897e-05,0.0109422188116578
302.5,3,0.9,17,24,1,8,0.023226266080158764,0.02365758963732111,0.00043132355716234486,0.023441927858739935
302.5,3,2.7,18,23,2,7,0.030126106697812793,0.03123969118788955,0.0011135844900767577,0.030682898942851172
302.5,4,0.1,26,31,2,7,0.004466201941033282,0.004957850753220083,0.0004916488121868012,0.004712026347126683
302.5,4,0.3,27,30,3,6,0.010142579975191385,0.009838580069605807,-0.000303999905585578,0.009990580022398596
302.5,4,0.9,28,29,4,5,0.02273606480711167,0.021766093998406885,-0.0009699708087047842,0.022251079402759277
302.5,4,2.7,25,32,1,8,0.031360911814218684,0.029689824519545396,-0.0016710872946732874,0.03052536816688204
307.5,1,0.1,1,8,1,8,0.00704386311411398,0.003954882726670994,-0.0030889803874429855,0.005499372920392487
307.5,1,0.3,2,7,2,7,0.01257097636309415,0.012233802642670266,-0.0003371737204238834,0.012402389502882208
307.5,1,0.9,3,6,3,6,0.02839610136195639,0.026807331905427362,-0.0015887694565290267,0.027601716633691875
307.5,1,2.7,4,5,4,5,0.0373118161328318,0.037238830124816255,-7.298600801554367e-05,0.03727532312882403
307.5,2,0.1,12,13,4,5,0.0034737727224927184,0.0044880332229615405,0.001014260500468822,0.0039809029727271295
307.5,2,0.3,9,16,1,8,0.012310192662033703,0.011495471468915719,-0.0008147211931179843,0.011902832065474711
307.5,2,0.9,10,15,2,7,0.026549142928703084,0.024625273028269667,-0.001923869900433417,0.025587207978486376
307.5,2,2.7,11,14,3,6,0.03552267583350027,0.03360280648071701,-0.0019198693527832655,0.03456274115710864
307.5,3,0.1,19,22,3,6,0.005500801687410295,0.005788239019808348,0.0002874373323980533,0.005644520353609322
307.5,3,0.3,20,21,4,5,0.01195845594698386,0.011132673107512536,-0.0008257828394713229,0.011545564527248198
307.5,3,0.9,17,24,1,8,0.024800606032703065,0.024017000673706334,-0.0007836053589967314,0.0244088033532047
307.5,3,2.7,18,23,2,7,0.033055225089913876,0.03316340673976914,0.00010818164985526568,0.03310931591484151
307.5,4,0.1,26,31,2,7,0.0051428298469994305,0.005835525298359179,0.0006926954513597483,0.005489177572679305
307.5,4,0.3,27,30,3,6,0.011671641570910746,0.010560979969662931,-0.0011106616012478143,0.011116310770286839
307.5,4,0.9,28,29,4,5,0.02473675718096438,0.023424138145023685,-0.0013126190359406958,0.024080447662994033
307.5,4,2.7,25,32,1,8,0.033003957731098044,0.03214606622086284,-0.0008578915102352008,0.03257501197598044
312.5,1,0.1,1,8,1,8,0.007072510761902739,0.005087454869915131,-0.0019850558919876082,0.006079982815908935
312.5,1,0.3,2,7,2,7,0.014651793713205657,0.012879485749398956,-0.0017723079638067019,0.013765639731302307
312.5,1,0.9,3,6,3,6,0.02915885437039281,0.0283033045084867,-0.000855549861906113,0.028731079439439755
312.5,1,2.7,4,5,4,5,0.03962704026764105,0.03937755043102778,-0.0002494898366132703,0.039502295349334415
312.5,2,0.1,12,13,4,5,0.004268879134535775,0.004804375450737641,0.0005354963162018667,0.004536627292636708
312.5,2,0.3,9,16,1,8,0.013502984380211636,0.013079973396512345,-0.00042301098369929013,0.01329147888836199
312.5,2,0.9,10,15,2,7,0.027133752676605838,0.027523452183243147,0.0003896995066373088,0.027328602429924492
312.5,2,2.7,11,14,3,6,0.037471583572302986,0.03586718458654636,-0.001604398985756622,0.036669384079424674
312.5,3,0.1,19,22,3,6,0.005762590739861739,0.005747717657600201,-1.4873082261538176e-05,0.00575515419873097
312.5,3,0.3,20,21,4,5,0.01300203154844648,0.012865456717337187,-0.00013657483110929292,0.012933744132891833
312.5,3,0.9,17,24,1,8,0.026256600969811084,0.02518717268085719,-0.0010694282889538928,0.025721886825334137
312.5,3,2.7,18,23,2,7,0.03619217867649838,0.03667694298697638,0.00048476431047800306,0.03643456083173738
312.5,4,0.1,26,31,2,7,0.006013571221967023,0.005418180714268805,-0.000595390507698218,0.005715875968117914
312.5,4,0.3,27,30,3,6,0.012141307533670598,0.01136561566674113,-0.0007756918669294677,0.011753461600205864
312.5,4,0.9,28,29,4,5,0.025662210251393397,0.02405194045848391,-0.0016102697929094856,0.024857075354938654
312.5,4,2.7,25,32,1,8,0.03482789459087349,0.03438781905355507,-0.00044007553731841703,0.034607856822214275
317.5,1,0.1,1,8,1,8,0.008115887517931464,0.004973665222606616,-0.003142222295324848,0.00654477637026904
317.5,1,0.3,2,7,2,7,0.015194775239001285,0.014300339275240326,-0.0008944359637609589,0.014747557257120805
317.5,1,0.9,3,6,3,6,0.032001871298991236,0.030079149974282238,-0.001922721324708998,0.031040510636636737
317.5,1,2.7,4,5,4,5,0.043910606153751586,0.04098923299988878,-0.0029213731538628024,0.042449919576820185
317.5,2,0.1,12,13,4,5,0.004512801298993452,0.005066630329905286,0.0005538290309118343,0.004789715814449369
317.5,2,0.3,9,16,1,8,0.01395370023404685,0.013709634845255447,-0.0002440653887914035,0.013831667539651149
317.5,2,0.9,10,15,2,7,0.028753720008379446,0.029615827598028943,0.0008621075896494967,0.029184773803204195
317.5,2,2.7,11,14,3,6,0.03936334758302684,0.03978649901000475,0.000423151426977908,0.039574923296515796
317.5,3,0.1,19,22,3,6,0.0057350596856649005,0.005371586918418554,-0.0003634727672463464,0.005553323302041727
317.5,3,0.3,20,21,4,5,0.013406298221292356,0.013758268544964647,0.0003519703236722904,0.013582283383128502
317.5,3,0.9,17,24,1,8,0.028471651502703033,0.0282124071155975,-0.0002592443871055339,0.028342029309150266
317.5,3,2.7,18,23,2,7,0.03904568574464218,0.03899557808577098,-5.010765887120128e-05,0.03902063191520658
317.5,4,0.1,26,31,2,7,0.0060575897608662055,0.00660740294832507,0.0005498131874588641,0.0063324963545956375
317.5,4,0.3,27,30,3,6,0.013067524003703312,0.013518520744095847,0.0004509967403925341,0.01329302237389958
317.5,4,0.9,28,29,4,5,0.02757204416712726,0.027411746936674267,-0.0001602972304529937,0.027491895551900764
317.5,4,2.7,25,32,1,8,0.037569999547446054,0.03791883562210746,0.0003488360746614072,0.03774441758477676
322.5,1,0.1,1,8,1,8,0.008530811193624699,0.005784082733076956,-0.0027467284605477427,0.0071574469633508275
322.5,1,0.3,2,7,2,7,0.01764741825511934,0.016213229570444188,-0.0014341886846751528,0.016930323912781764
322.5,1,0.9,3,6,3,6,0.03389075969882166,0.03312052009026417,-0.0007702396085574881,0.033505639894542916
322.5,1,2.7,4,5,4,5,0.04615134390136055,0.046012327303941225,-0.00013901659741932804,0.04608183560265089
322.5,2,0.1,12,13,4,5,0.006308157256300739,0.006045875957110702,-0.00026228129919003695,0.006177016606705721
322.5,2,0.3,9,16,1,8,0.014805184193509902,0.014540743405094592,-0.00026444078841530994,0.014672963799302247
322.5,2,0.9,10,15,2,7,0.031188448858568862,0.03084277067188579,-0.0003456781866830738,0.031015609765227325
322.5,2,2.7,11,14,3,6,0.042865915349224626,0.043612178091903986,0.00074626274267936,0.043239046720564306
322.5,3,0.1,19,22,3,6,0.006300228468431257,0.006217023473734637,-8.320499469662013e-05,0.006258625971082947
322.5,3,0.3,20,21,4,5,0.014512170845791372,0.01479888093230075,0.00028671008650937857,0.014655525889046062
322.5,3,0.9,17,24,1,8,0.030493824745551068,0.02826417784537243,-0.0022296469001786383,0.029379001295461747
322.5,3,2.7,18,23,2,7,0.04264177204808817,0.04145072822299195,-0.0011910438250962163,0.04204625013554006
322.5,4,0.1,26,31,2,7,0.007245065492368266,0.006717064119452387,-0.0005280013729158789,0.006981064805910327
322.5,4,0.3,27,30,3,6,0.013026065425952527,0.014044761709182396,0.0010186962832298696,0.013535413567567461
322.5,4,0.9,28,29,4,5,0.030283458790996837,0.027739218946651364,-0.0025442398443454722,0.0290113388688241
322.5,4,2.7,25,32,1,8,0.04039569745589072,0.040237569448355354,-0.0001581280075353686,0.04031663345212304
327.5,1,0.1,1,8,1,8,0.008648484584272365,0.00697736669799387,-0.0016711178862784948,0.007812925641133117
327.5,1,0.3,2,7,2,7,0.018553986571416797,0.017093501620974505,-0.0014604849504422923,0.01782374409619565
327.5,1,0.9,3,6,3,6,0.03644746145072385,0.03628585851493771,-0.00016160293578613982,0.03636665998283078
327.5,1,2.7,4,5,4,5,0.05020729572966631,0.04975725567220152,-0.0004500400574647956,0.049982275700933915
327.5,2,0.1,12,13,4,5,0.007100634180819632,0.006196272631682764,-0.0009043615491368673,0.006648453406251198
327.5,2,0.3,9,16,1,8,0.016184385858276307,0.015859409845182082,-0.00032497601309422475,0.016021897851729194
327.5,2,0.9,10,15,2,7,0.0350423848500262,0.03258982526555876,-0.0024525595844674397,0.03381610505779248
327.5,2,2.7,11,14,3,6,0.046474516400272586,0.046430460317130495,-4.4056083142091085e-05,0.04645248835870154
327.5,3,0.1,19,22,3,6,0.007376213094600903,0.007903325920437023,0.0005271128258361197,0.007639769507518963
327.5,3,0.3,20,21,4,5,0.016314985592669418,0.016591197196468288,0.00027621160379887044,0.016453091394568853
327.5,3,0.9,17,24,1,8,0.033440234347255515,0.031315441564597625,-0.0021247927826578902,0.03237783795592657
327.5,3,2.7,18,23,2,7,0.045240926604911746,0.043618158750730274,-0.0016227678541814727,0.04442954267782101
327.5,4,0.1,26,31,2,7,0.007735696438416706,0.007473326145465864,-0.000262370292950842,0.007604511291941285
327.5,4,0.3,27,30,3,6,0.01579777471324159,0.015774138526603754,-2.363618663783762e-05,0.015785956619922673
327.5,4,0.9,28,29,4,5,0.03073562635555395,0.029986636788424836,-0.000748989567129113,0.030361131571989393
327.5,4,2.7,25,32,1,8,0.04382115630000172,0.04324411797439817,-0.0005770383256035461,0.043532637137199945
332.5,1,0.1,1,8,1,8,0.011231781565356536,0.007828654593077744,-0.0034031269722787916,0.00953021807921714
332.5,1,0.3,2,7,2,7,0.019134882220336685,0.018496446542997314,-0.0006384356773393718,0.018815664381667
332.5,1,0.9,3,6,3,6,0.037847436205982354,0.038021533031457944,0.00017409682547558925,0.03793448461872015
332.5,1,2.7,4,5,4,5,0.05425414516488278,0.0528760183778825,-0.0013781267870002778,0.05356508177138264
332.5,2,0.1,12,13,4,5,0.006969049952948447,0.007349053311249132,0.00038000335830068455,0.00715905163209879
332.5,2,0.3,9,16,1,8,0.01744949613126434,0.017516278996051682,6.67828647873403e-05,0.01748288756365801
332.5,2,0.9,10,15,2,7,0.0360509316729507,0.03552345035732407,-0.0005274813156266323,0.03578719101513739
332.5,2,2.7,11,14,3,6,0.049908157108260354,0.04952260832624433,-0.00038554878201602083,0.04971538271725234
332.5,3,0.1,19,22,3,6,0.008202260134299033,0.00861366021327821,0.00041140007897917663,0.008407960173788621
332.5,3,0.3,20,21,4,5,0.017529882526695184,0.01774611233576473,0.0002162298090695458,0.017637997431229957
332.5,3,0.9,17,24,1,8,0.03453343648507068,0.03291634059260813,-0.0016170958924625473,0.033724888538839405
332.5,3,2.7,18,23,2,7,0.050178237876261744,0.0475397828403849,-0.002638455035876841,0.048859010358323324
332.5,4,0.1,26,31,2,7,0.008055534452356544,0.007996863925070374,-5.867052728616984e-05,0.00802619918871346
332.5,4,0.3,27,30,3,6,0.016830835145663692,0.016502745741471536,-0.0003280894041921556,0.016666790443567614
332.5,4,0.9,28,29,4,5,0.03351361109350172,0.031371795473049954,-0.0021418156204517647,0.03244270328327584
332.5,4,2.7,25,32,1,8,0.04620109975677156,0.04632438948803756,0.00012328973126600473,0.04626274462240456
337.5,1,0.1,1,8,1,8,0.011063075815042511,0.00841015373093762,-0.0026529220841048917,0.009736614772990065
337.5,1,0.3,2,7,2,7,0.02007647931517248,0.019365150795160713,-0.0007113285200117669,0.019720815055166596
337.5,1,0.9,3,6,3,6,0.038996640448789616,0.04065240552081528,0.0016557650720256667,0.03982452298480245
337.5,1,2.7,4,5,4,5,0.05731012416289896,0.05499637954936175,-0.0023137446135372136,0.056153251856130355
337.5,2,0.1,12,13,4,5,0.007932834304755332,0.008959793102457647,0.0010269587977023154,0.00844631370360649
337.5,2,0.3,9,16,1,8,0.019277345935456824,0.018678088370749357,-0.0005992575647074672,0.01897771715310309
337.5,2,0.9,10,15,2,7,0.038659507053663666,0.038060814043126,-0.0005986930105376653,0.038360160548394834
337.5,2,2.7,11,14,3,6,0.05313266108801415,0.053350879351424796,0.00021821826341064665,0.05324177021971947
337.5,3,0.1,19,22,3,6,0.009185853941032107,0.008615388638974809,-0.0005704653020572985,0.008900621290003458
337.5,3,0.3,20,21,4,5,0.01913159362277228,0.01903029786515331,-0.00010129575761896881,0.019080945743962796
337.5,3,0.9,17,24,1,8,0.036997566648960145,0.03591505627717953,-0.001082510371780615,0.03645631146306984
337.5,3,2.7,18,23,2,7,0.052579169955287774,0.0523112514575666,-0.0002679184977211757,0.05244521070642719
337.5,4,0.1,26,31,2,7,0.008966680385221276,0.009351511655041389,0.00038483126982011284,0.009159096020131333
337.5,4,0.3,27,30,3,6,0.017505138089630834,0.017516548758388956,1.141066875812169e-05,0.017510843424009895
337.5,4,0.9,28,29,4,5,0.03749765596314071,0.0348537139057042,-0.0026439420574365102,0.036175684934422456
337.5,4,2.7,25,32,1,8,0.0502877961483531,0.04878026687114703,-0.001507529277206071,0.04953403150975007
342.5,1,0.1,1,8,1,8,0.01149827894396116,0.010181477201266276,-0.0013168017426948841,0.010839878072613718
342.5,1,0.3,2,7,2,7,0.022827259772888325,0.021315671545876547,-0.0015115882270117786,0.022071465659382436
342.5,1,0.9,3,6,3,6,0.043418359414734944,0.041899594675237156,-0.0015187647394977882,0.04265897704498605
342.5,1,2.7,4,5,4,5,0.06110494187721138,0.060900872231228656,-0.0002040696459827268,0.06100290705422002
342.5,2,0.1,12,13,4,5,0.01086701421699754,0.009476158541158575,-0.0013908556758389645,0.010171586379078057
342.5,2,0.3,9,16,1,8,0.020674457594569318,0.02064701831518767,-2.743927938164692e-05,0.020660737954878494
342.5,2,0.9,10,15,2,7,0.04078822946706867,0.040661968178510755,-0.00012626128855791618,0.04072509882278971
342.5,2,2.7,11,14,3,6,0.056947879231445564,0.057972272505889544,0.0010243932744439799,0.057460075868667554
342.5,3,0.1,19,22,3,6,0.01116804256529158,0.011161173359385393,-6.869205906187559e-06,0.011164607962338487
342.5,3,0.3,20,21,4,5,0.020258961021541566,0.020534706798623903,0.00027574577708233683,0.020396833910082734
342.5,3,0.9,17,24,1,8,0.04006106283870259,0.037835523556792656,-0.0022255392819099315,0.03894829319774762
342.5,3,2.7,18,23,2,7,0.05619884655796359,0.05691977667044135,0.0007209301124777578,0.05655931161420247
342.5,4,0.1,26,31,2,7,0.011010123136882849,0.011209887709690391,0.00019976457280754256,0.01111000542328662
342.5,4,0.3,27,30,3,6,0.01946563587524061,0.01924835899895519,-0.00021727687628542158,0.0193569974370979
342.5,4,0.9,28,29,4,5,0.037470423872358535,0.03657175097127051,-0.0008986729010880268,0.03702108742181452
342.5,4,2.7,25,32,1,8,0.05528929138857186,0.052497294304892195,-0.002791997083679665,0.05389329284673203
347.5,1,0.1,1,8,1,8,0.013742288602804242,0.010808831764867854,-0.002933456837936388,0.012275560183836048
347.5,1,0.3,2,7,2,7,0.024690085515573557,0.024566907026508544,-0.00012317848906501228,0.02462849627104105
347.5,1,0.9,3,6,3,6,0.045581661466292056,0.04600870080819158,0.00042703934189952664,0.04579518113724182
347.5,1,2.7,4,5,4,5,0.06359520005303887,0.06383308732809748,0.00023788727505860696,0.06371414369056817
347.5,2,0.1,12,13,4,5,0.01123440270971543,0.01171096986051412,0.00047656715079869016,0.011472686285114775
347.5,2,0.3,9,16,1,8,0.02262369488839211,0.02249599579438777,-0.00012769909400434099,0.02255984534138994
347.5,2,0.9,10,15,2,7,0.0449559407725163,0.04397921339063393,-0.0009767273818823696,0.044467577081575116
347.5,2,2.7,11,14,3,6,0.06275005411797263,0.061795678075307725,-0.0009543760426649062,0.06227286609664018
347.5,3,0.1,19,22,3,6,0.011810245181659074,0.011186503208532077,-0.0006237419731269962,0.011498374195095576
347.5,3,0.3,20,21,4,5,0.022113629929845002,0.0225444612402681,0.0004308313104230965,0.02232904558505655
347.5,3,0.9,17,24,1,8,0.04217572006633041,0.04259652289234144,0.0004208028260110283,0.04238612147933593
347.5,3,2.7,18,23,2,7,0.060774749995422095,0.05880899045370935,-0.0019657595417127416,0.059791870224565724
347.5,4,0.1,26,31,2,7,0.011720852339537263,0.012921608999300171,0.0012007566597629082,0.012321230669418717
347.5,4,0.3,27,30,3,6,0.021604143430742878,0.02148253623776558,-0.00012160719297729661,0.02154333983425423
347.5,4,0.9,28,29,4,5,0.040355459761294815,0.03865883681940323,-0.0016966229418915874,0.03950714829034902
347.5,4,2.7,25,32,1,8,0.05839511106417722,0.058306164581386405,-8.894648279081374e-05,0.05835063782278181
352.5,1,0.1,1,8,1,8,0.01587978802586082,0.013384390460351392,-0.0024953975655094274,0.014632089243106106
352.5,1,0.3,2,7,2,7,0.027740934857600402,0.02584352113359789,-0.0018974137240025113,0.026792227995599147
352.5,1,0.9,3,6,3,6,0.049802261485633784,0.04994530783178103,0.00014304634614724365,0.049873784658707405
352.5,1,2.7,4,5,4,5,0.06737855286802022,0.06832011937125074,0.0009415665032305176,0.06784933611963548
352.5,2,0.1,12,13,4,5,0.012617702259057895,0.011783448325987989,-0.0008342539330699061,0.012200575292522942
352.5,2,0.3,9,16,1,8,0.025598240423761354,0.024929613613095425,-0.0006686268106659288,0.02526392701842839
352.5,2,0.9,10,15,2,7,0.049244875485348116,0.0464534262695081,-0.002791449215840014,0.04784915087742811
352.5,2,2.7,11,14,3,6,0.0668305431947436,0.06593157828287821,-0.0008989649118653908,0.06638106073881091
352.5,3,0.1,19,22,3,6,0.013523504394696406,0.012764020516439302,-0.0007594838782571042,0.013143762455567854
352.5,3,0.3,20,21,4,5,0.025845780740803903,0.026327344056950697,0.0004815633161467936,0.0260865623988773
352.5,3,0.9,17,24,1,8,0.04556654087013401,0.045583679121711025,1.713825157701604e-05,0.045575109995922514
352.5,3,2.7,18,23,2,7,0.06464619829035734,0.0630934226384594,-0.0015527756518979308,0.06386981046440837
352.5,4,0.1,26,31,2,7,0.01386540868971392,0.01367603691952618,-0.00018937177018774065,0.01377072280462005
352.5,4,0.3,27,30,3,6,0.02332484196596596,0.0233686338488808,4.379188291483982e-05,0.02334673790742338
352.5,4,0.9,28,29,4,5,0.04486794123896075,0.04295967444773216,-0.0019082667912285883,0.043913807843346454
352.5,4,2.7,25,32,1,8,0.06267710287314487,0.06134227433179294,-0.0013348285413519317,0.06200968860246891
357.5,1,0.1,1,8,1,8,0.018031928313084367,0.015425516593179034,-0.0026064117199053327,0.0167287224531317
357.5,1,0.3,2,7,2,7,0.029725737673580915,0.03025505031393999,0.0005293126403590753,0.029990393993760453
357.5,1,0.9,3,6,3,6,0.05400910501630579,0.05264370155603437,-0.0013654034602714193,0.05332640328617008
357.5,1,2.7,4,5,4,5,0.07333233418805438,0.07255818163507993,-0.0007741525529744442,0.07294525791156715
357.5,2,0.1,12,13,4,5,0.014554447053718889,0.014357407914833531,-0.00019703913888535762,0.01445592748427621
357.5,2,0.3,9,16,1,8,0.027894241906253836,0.027402568064571975,-0.0004916738416818611,0.027648404985412905
357.5,2,0.9,10,15,2,7,0.0526509239559283,0.05155737140518024,-0.001093552550748056,0.05210414768055427
357.5,2,2.7,11,14,3,6,0.07115258080551054,0.07008036450889643,-0.0010722162966141091,0.07061647265720349
357.5,3,0.1,19,22,3,6,0.015876916586549994,0.01502960699067602,-0.0008473095958739744,0.015453261788613008
357.5,3,0.3,20,21,4,5,0.026969406230039628,0.02729673084410078,0.000327324614061153,0.027133068537070204
357.5,3,0.9,17,24,1,8,0.05066440105741654,0.0496063862182755,-0.0010580148391410443,0.05013539363784602
357.5,3,2.7,18,23,2,7,0.06972650445833661,0.06536197927946041,-0.0043645251788762,0.06754424186889851
357.5,4,0.1,26,31,2,7,0.015313188390284976,0.015970763288290724,0.0006575748980057472,0.01564197583928785
357.5,4,0.3,27,30,3,6,0.025576064291010475,0.02653932024236294,0.0009632559513524652,0.026057692266686708
357.5,4,0.9,28,29,4,5,0.04818607221710852,0.04621189998395217,-0.0019741722331563516,0.047198986100530346
357.5,4,2.7,25,32,1,8,0.06685318098262838,0.06496131963497861,-0.0018918613476497648,0.0659072503088035
362.5,1,0.1,1,8,1,8,0.020587487051372144,0.016970535882618598,-0.003616951168753546,0.01877901146699537
362.5,1,0.3,2,7,2,7,0.032879107827964354,0.03276173896284168,-0.00011736886512267453,0.03282042339540302
362.5,1,0.9,3,6,3,6,0.05872539889236478,0.05742578546023769,-0.0012996134321270891,0.05807559217630123
362.5,1,2.7,4,5,4,5,0.07947464322807687,0.07796350831303382,-0.0015111349150430525,0.07871907577055534
362.5,2,0.1,12,13,4,5,0.016501452550885864,0.016567444205519588,6.599165463372358e-05,0.016534448378202726
362.5,2,0.3,9,16,1,8,0.0300014389537831,0.031718798832451434,0.0017173598786683342,0.030860118893117267
362.5,2,0.9,10,15,2,7,0.05621910932485891,0.055590611747643015,-0.0006284975772158918,0.05590486053625096
362.5,2,2.7,11,14,3,6,0.07564297792524127,0.07500565745096577,-0.0006373204742755045,0.07532431768810352
362.5,3,0.1,19,22,3,6,0.018618804620830653,0.01720711328076153,-0.0014116913400691218,0.017912958950796094
362.5,3,0.3,20,21,4,5,0.030849812303203272,0.0300131249469886,-0.0008366873562146715,0.030431468625095937
362.5,3,0.9,17,24,1,8,0.054379581870626525,0.051585194470154666,-0.0027943874004718594,0.052982388170390596
362.5,3,2.7,18,23,2,7,0.0752890664251632,0.07089140914727438,-0.004397657277888822,0.07309023778621879
362.5,4,0.1,26,31,2,7,0.017515918849426326,0.01886866016617944,0.0013527413167531144,0.018192289507802883
362.5,4,0.3,27,30,3,6,0.028899491788448972,0.02890383579639444,4.344007945467077e-06,0.028901663792421706
362.5,4,0.9,28,29,4,5,0.05128972962243372,0.05140658677343225,0.00011685715099853111,0.05134815819793299
362.5,4,2.7,25,32,1,8,0.07246038444467945,0.07035348218898255,-0.002106902255696902,0.071406933316831
367.5,1,0.1,1,8,1,8,0.023102949928870353,0.02004381860498594,-0.003059131323884412,0.021573384266928147
367.5,1,0.3,2,7,2,7,0.037539987792168605,0.03647211133191752,-0.0010678764602510826,0.037006049562043064
367.5,1,0.9,3,6,3,6,0.06323614638222405,0.06287760164447839,-0.00035854473774565854,0.06305687401335122
367.5,1,2.7,4,5,4,5,0.08539553996299518,0.08247542801758519,-0.0029201119454099894,0.08393548399029019
367.5,2,0.1,12,13,4,5,0.01973418706297947,0.019544254910204617,-0.0001899321527748521,0.019639220986592043
367.5,2,0.3,9,16,1,8,0.03534578265719934,0.03441646113923369,-0.0009293215179656533,0.034881121898216516
367.5,2,0.9,10,15,2,7,0.06058326045183454,0.058878009286735145,-0.0017052511650993973,0.05973063486928484
367.5,2,2.7,11,14,3,6,0.08039505563627725,0.08008625423919491,-0.00030880139708233667,0.08024065493773608
367.5,3,0.1,19,22,3,6,0.02104085603169903,0.01996615486242225,-0.0010747011692767774,0.02050350544706064
367.5,3,0.3,20,21,4,5,0.03499347582586965,0.03350987752713386,-0.0014835982987357887,0.03425167667650175
367.5,3,0.9,17,24,1,8,0.05890809056838808,0.058783389451697976,-0.00012470111669010686,0.05884574001004303
367.5,3,2.7,18,23,2,7,0.08029990879131343,0.07780811408258576,-0.0024917947087276793,0.0790540114369496
367.5,4,0.1,26,31,2,7,0.018576282289533674,0.020316596996359293,0.0017403147068256186,0.019446439642946484
367.5,4,0.3,27,30,3,6,0.03150297922899789,0.031618501473585525,0.00011552224458763471,0.03156074035129171
