acquisition_order,point_index,gap_speed_um_per_s,far_distance_min_nm,far_distance_max_nm,far_sample_count,hydro_far_line_slope_pN_per_nm,hydro_far_line_intercept_pN,hydro_after_far_line_at_80nm_pN
4,10,3.9940598411176995,687.7522914676217,886.2193152936392,200,-0.0022326758820651665,3.5082578465674934,13.803806541142325
4,11,3.9933107088174458,685.968031557648,884.2967812541906,200,-0.0022419359554912235,3.5152334526170455,13.795409028355909
4,12,3.987140383057401,685.8142986818059,883.9754062005777,200,-0.0022402715281962214,3.511216500123924,13.770979119145505
4,13,3.9816909368766558,684.6426719279073,882.5623891616262,200,-0.0022445871142651084,3.512229850917177,13.745537514190907
4,14,3.9899923241921575,684.7705078506807,882.0449731230838,200,-0.002248411061159302,3.518863645016956,13.776426121764004
4,15,3.9874902946004753,688.341392948328,886.5873222795645,200,-0.0022257775734782913,3.4999346146491677,13.782620762190179
4,16,3.9872973927467967,686.6141452446734,885.1183578645147,200,-0.002235022508251916,3.5071531590265828,13.774318103313846
4,17,3.9923090487146737,687.1821814484545,883.6577043699327,200,-0.002234938547505555,3.509255331012685,13.796175445520571
4,18,3.997773804511027,687.6456490086913,884.6159853656843,200,-0.0022355939998613063,3.512168624806208,13.816274584743304
4,19,3.9928693108865394,687.8539791503084,883.6003500151959,200,-0.0022324809906280954,3.5075543911930556,13.800575838327275
4,20,3.9906517346307093,685.3267668506675,881.2645064172892,200,-0.0022455439608499678,3.5168821332325173,13.781660968908934
4,21,3.991878376317146,688.5792319291013,883.5819902826265,200,-0.0022294539991641682,3.5047152120302183,13.797634264552606
4,22,3.9852939944971233,687.6671619615797,884.278653979279,200,-0.0022294158754827004,3.50182846065427,13.77236539518616
4,23,3.990940418496896,685.7666728249411,882.7252722276658,200,-0.002243495662664004,3.515409191450254,13.78328495431878
4,24,3.9818617090879904,685.5509713126008,883.6108045991082,200,-0.002238757594795957,3.5077138907234326,13.749444874651303
4,25,3.9931879731847526,682.2284828670134,876.2243966460534,200,-0.0022665999867982727,3.534515477081192,13.77645692436389
4,26,3.9880611837622073,687.892000729101,887.3288453025842,200,-0.0022280936807322813,3.502027707996863,13.783733703746488
4,27,3.9932001215406308,689.8546171853519,888.2724857324409,200,-0.002219956076270691,3.497814637351661,13.81119502195891
4,28,3.9885844024475166,687.5937621274522,886.1472340975256,200,-0.0022313166301249658,3.504798906270156,13.783440191975087
4,29,3.9891166122164172,686.9177475847799,884.8635843761189,200,-0.0022352395772353073,3.508112056410911,13.78276817770201
4,30,3.9837332258146527,686.5197205999573,885.0713346107207,200,-0.002234048642223564,3.5048226516068803,13.761718426139431
4,31,3.9855540814277264,686.3502666078576,883.6391053177282,200,-0.0022367809191117197,3.5077661857679985,13.766489689305711
